country_year,gdp_for_year,country,year,sex,SuiCount,population,SuiRate
France1995,1.60E+12,France,1995,male,8605,26462400,32.5178
France1996,1.61E+12,France,1996,male,8174,26590800,30.74
France1997,1.45E+12,France,1997,male,8099,26715000,30.3163
France1998,1.50E+12,France,1998,male,7771,26830200,28.9636
France1999,1.49E+12,France,1999,male,7427,26636298,27.883
France2000,1.36E+12,France,2000,male,7975,26748019,29.8153
France2001,1.38E+12,France,2001,male,7660,26869779,28.5079
France2002,1.49E+12,France,2002,male,7728,27074344,28.5436
France2003,1.84E+12,France,2003,male,8038,27284977,29.4594
France2004,2.12E+12,France,2004,male,7855,27508501,28.5548
France2005,2.20E+12,France,2005,male,7829,27678001,28.286
France2006,2.32E+12,France,2006,male,7593,27886399,27.2283
France2007,2.66E+12,France,2007,male,7419,28058856,26.4408
France2008,2.92E+12,France,2008,male,7619,28214743,27.0036
France2009,2.69E+12,France,2009,male,7765,28357648,27.3824
France2010,2.64E+12,France,2010,male,7641,28501724,26.8089
France2011,2.86E+12,France,2011,male,7790,28646332,27.1937
France2012,2.68E+12,France,2012,male,7326,28795292,25.4417
France2013,2.81E+12,France,2013,male,7225,28927105,24.9766
France2014,2.85E+12,France,2014,male,6661,29113136,22.8797
Georgia1990,7753501868,Georgia,1990,male,140,2346700,5.9658
Georgia1991,6357615894,Georgia,1991,male,123,2360900,5.2099
Georgia1992,3690328964,Georgia,1992,male,151,2346150,6.4361
Georgia1994,2513870587,Georgia,1994,male,90,2123050,4.2392
Georgia1995,2693731866,Georgia,1995,male,106,2071350,5.1174
Georgia1996,3094915506,Georgia,1996,male,124,2023100,6.1292
Georgia1997,3510540809,Georgia,1997,male,141,1989350,7.0877
Georgia1998,3613500117,Georgia,1998,male,118,1973900,5.978
Georgia1999,2800024314,Georgia,1999,male,147,1963050,7.4883
Georgia2000,3057453483,Georgia,2000,male,102,1951750,5.2261
Georgia2001,3219487747,Georgia,2001,male,73,1939850,3.7632
Georgia2004,5125363001,Georgia,2004,male,147,1914200,7.6794
Georgia2005,6410852596,Georgia,2005,male,69,1939600,3.5574
Georgia2006,7745406201,Georgia,2006,male,59,1959750,3.0106
Georgia2007,10172869680,Georgia,2007,male,84,1955750,4.295
Georgia2009,10766809099,Georgia,2009,male,149,1960450,7.6003
Georgia2010,11638536834,Georgia,2010,male,96,1981800,4.8441
Georgia2011,14434619982,Georgia,2011,male,84,1987400,4.2266
Georgia2012,15846474596,Georgia,2012,male,91,1988700,4.5759
Georgia2013,16140047012,Georgia,2013,male,134,1986300,6.7462
Georgia2014,16509305828,Georgia,2014,male,158,1644200,9.6095
Georgia2015,13993546732,Georgia,2015,male,144,1641800,8.7709
Germany1990,1.76E+12,Germany,1990,male,9534,36014900,26.4724
Germany1991,1.86E+12,Germany,1991,male,9656,36354100,26.561
Germany1992,2.12E+12,Germany,1992,male,9326,36770100,25.363
Germany1993,2.07E+12,Germany,1993,male,8960,37183500,24.0967
Germany1994,2.21E+12,Germany,1994,male,9130,37391000,24.4176
Germany1995,2.59E+12,Germany,1995,male,9222,37619900,24.5136
Germany1996,2.50E+12,Germany,1996,male,8728,37827800,23.073
Germany1997,2.22E+12,Germany,1997,male,8835,37944300,23.2841
Germany1998,2.24E+12,Germany,1998,male,8581,37960100,22.6053
Germany1999,2.20E+12,Germany,1999,male,8082,38021800,21.2562
Germany2000,1.95E+12,Germany,2000,male,8136,38090658,21.3596
Germany2001,1.95E+12,Germany,2001,male,8196,38202868,21.4539
Germany2002,2.08E+12,Germany,2002,male,8117,38334243,21.1743
Germany2003,2.51E+12,Germany,2003,male,8182,38417627,21.2975
Germany2004,2.82E+12,Germany,2004,male,7946,38458521,20.6612
Germany2005,2.86E+12,Germany,2005,male,7531,38496295,19.5629
Germany2006,3.00E+12,Germany,2006,male,7231,38503415,18.7802
Germany2007,3.44E+12,Germany,2007,male,7012,38498954,18.2135
Germany2008,3.75E+12,Germany,2008,male,7045,38464473,18.3156
Germany2009,3.42E+12,Germany,2009,male,7206,38375221,18.7777
Germany2010,3.42E+12,Germany,2010,male,7471,38351346,19.4804
Germany2011,3.76E+12,Germany,2011,male,7651,38405288,19.9217
Germany2012,3.54E+12,Germany,2012,male,7289,38526151,18.9196
Germany2013,3.75E+12,Germany,2013,male,7456,37737465,19.7576
Germany2014,3.89E+12,Germany,2014,male,7629,37936451,20.1099
Germany2015,3.38E+12,Germany,2015,male,7403,38352699,19.3024
Greece1985,47820850975,Greece,1985,male,277,4546300,6.0929
Greece1986,56379593720,Greece,1986,male,292,4576300,6.3807
Greece1987,65652751132,Greece,1987,male,296,4606300,6.426
Greece1988,76261278405,Greece,1988,male,288,4637000,6.2109
Greece1989,79169043642,Greece,1989,male,278,4676500,5.9446
Greece1990,97891090929,Greece,1990,male,271,4724200,5.7364
Greece1991,1.05E+11,Greece,1991,male,297,4778213,6.2157
Greece1992,1.16E+11,Greece,1992,male,279,4842519,5.7615
Greece1993,1.09E+11,Greece,1993,male,308,4896861,6.2897
Greece1994,1.17E+11,Greece,1994,male,281,4945780,5.6816
Greece1995,1.37E+11,Greece,1995,male,306,4990438,6.1317
Greece1996,1.46E+11,Greece,1996,male,294,5030930,5.8438
Greece1997,1.43E+11,Greece,1997,male,319,5066992,6.2956
Greece1998,1.44E+11,Greece,1998,male,315,5097900,6.179
Greece1999,1.43E+11,Greece,1999,male,296,5123164,5.7777
Greece2000,1.30E+11,Greece,2000,male,298,5142502,5.7948
Greece2001,1.36E+11,Greece,2001,male,286,5160157,5.5425
Greece2002,1.54E+11,Greece,2002,male,257,5179324,4.962
Greece2003,2.02E+11,Greece,2003,male,306,5195120,5.8901
Greece2004,2.41E+11,Greece,2004,male,285,5210460,5.4698
Greece2005,2.48E+11,Greece,2005,male,321,5228441,6.1395
Greece2006,2.73E+11,Greece,2006,male,326,5246886,6.2132
Greece2007,3.18E+11,Greece,2007,male,268,5264749,5.0905
Greece2008,3.54E+11,Greece,2008,male,308,5281019,5.8322
Greece2009,3.30E+11,Greece,2009,male,333,5296322,6.2874
Greece2010,2.99E+11,Greece,2010,male,336,5303542,6.3354
Greece2011,2.88E+11,Greece,2011,male,393,5300432,7.4145
Greece2012,2.46E+11,Greece,2012,male,417,5148440,8.0995
Greece2013,2.40E+11,Greece,2013,male,425,5066113,8.3891
Greece2014,2.37E+11,Greece,2014,male,450,5027949,8.95
Greece2015,1.96E+11,Greece,2015,male,422,4994421,8.4494
Grenada1985,167728444,Grenada,1985,male,1,41298,2.4214
Grenada1988,236357519,Grenada,1988,male,3,43000,6.9767
Grenada1989,267327630,Grenada,1989,male,4,40013,9.9968
Grenada1990,278098778,Grenada,1990,male,2,41800,4.7847
Grenada1991,300757889,Grenada,1991,male,0,40400,0
Grenada1992,310160444,Grenada,1992,male,0,41097,0
Grenada1993,309812185,Grenada,1993,male,3,41991,7.1444
Grenada1994,325111815,Grenada,1994,male,4,42858,9.3331
Grenada1995,342172519,Grenada,1995,male,0,43552,0
Grenada1996,366911444,Grenada,1996,male,1,44216,2.2616
Grenada2001,520444185,Grenada,2001,male,0,45067,0
Grenada2002,540336926,Grenada,2002,male,0,45355,0
Grenada2003,591018407,Grenada,2003,male,4,45745,8.7441
Grenada2004,599118593,Grenada,2004,male,1,46128,2.1679
Grenada2005,695370296,Grenada,2005,male,5,46432,10.7684
Grenada2006,698700667,Grenada,2006,male,1,46709,2.1409
Grenada2007,758683593,Grenada,2007,male,2,46910,4.2635
Grenada2008,825977889,Grenada,2008,male,0,47041,0
Grenada2009,771278111,Grenada,2009,male,0,47167,0
Grenada2010,771015889,Grenada,2010,male,0,47329,0
Grenada2011,778648667,Grenada,2011,male,1,47435,2.1081
Grenada2012,799882148,Grenada,2012,male,2,47641,4.1981
Grenada2013,842620111,Grenada,2013,male,0,47912,0
Grenada2014,911481481,Grenada,2014,male,0,48212,0
Grenada2015,997007926,Grenada,2015,male,0,48495,0
Grenada2016,1056188593,Grenada,2016,male,0,39357,0
Guatemala1986,7231963516,Guatemala,1986,male,167,3441219,4.8529
Guatemala1987,7084399840,Guatemala,1987,male,184,3528165,5.2152
Guatemala1988,7841602824,Guatemala,1988,male,143,3618157,3.9523
Guatemala1989,8410724361,Guatemala,1989,male,122,3708538,3.2897
Guatemala1990,7650125217,Guatemala,1990,male,131,3797336,3.4498
Guatemala1991,9406097735,Guatemala,1991,male,124,3888510,3.1889
Guatemala1992,10440842165,Guatemala,1992,male,135,3975115,3.3961
Guatemala1993,11399942453,Guatemala,1993,male,135,4059307,3.3257
Guatemala1994,12983235568,Guatemala,1994,male,122,4145004,2.9433
Guatemala1995,14655404433,Guatemala,1995,male,164,4234944,3.8725
Guatemala1996,15674835615,Guatemala,1996,male,124,4321553,2.8693
Guatemala1997,17790026222,Guatemala,1997,male,135,4418511,3.0553
Guatemala1998,19395491993,Guatemala,1998,male,156,4524396,3.448
Guatemala1999,18318412251,Guatemala,1999,male,192,4635801,4.1417
Guatemala2000,19288827159,Guatemala,2000,male,142,4750005,2.9895
Guatemala2001,18702802395,Guatemala,2001,male,150,4874222,3.0774
Guatemala2002,20776669467,Guatemala,2002,male,194,5000775,3.8794
Guatemala2003,21917706491,Guatemala,2003,male,200,5130097,3.8986
Guatemala2004,23965275996,Guatemala,2004,male,184,5264599,3.495
Guatemala2005,27211377225,Guatemala,2005,male,177,5405718,3.2743
Guatemala2006,30231249362,Guatemala,2006,male,227,5550412,4.0898
Guatemala2007,34113107086,Guatemala,2007,male,263,5705127,4.6099
Guatemala2008,39136893345,Guatemala,2008,male,371,5866811,6.3237
Guatemala2009,37733994976,Guatemala,2009,male,366,6029952,6.0697
Guatemala2010,41338595381,Guatemala,2010,male,270,6190671,4.3614
Guatemala2011,47654841113,Guatemala,2011,male,251,6357977,3.9478
Guatemala2012,50388454861,Guatemala,2012,male,310,6516554,4.7571
Guatemala2013,53851058955,Guatemala,2013,male,331,6669165,4.9631
Guatemala2014,58722323918,Guatemala,2014,male,356,6821136,5.2191
Guatemala2015,63767597194,Guatemala,2015,male,350,6976033,5.0172
Guyana1988,413799990,Guyana,1988,male,42,324649,12.937
Guyana1989,379779390,Guyana,1989,male,68,323032,21.0505
Guyana1990,396582263,Guyana,1990,male,64,321613,19.8997
Guyana1991,336708419,Guyana,1991,male,76,321575,23.6337
Guyana1992,368281379,Guyana,1992,male,60,322062,18.63
Guyana1993,442273433,Guyana,1993,male,57,322696,17.6637
Guyana1994,540874934,Guyana,1994,male,59,323365,18.2456
Guyana1995,621626786,Guyana,1995,male,77,323971,23.7676
Guyana1996,705406001,Guyana,1996,male,51,322932,15.7928
Guyana1997,749138010,Guyana,1997,male,36,322861,11.1503
Guyana1998,717530683,Guyana,1998,male,31,323536,9.5816
Guyana1999,694754988,Guyana,1999,male,121,324519,37.286
Guyana2001,696281472,Guyana,2001,male,154,327933,46.9608
Guyana2002,722460886,Guyana,2002,male,142,329859,43.0487
Guyana2003,741929343,Guyana,2003,male,153,331343,46.1757
Guyana2004,785918770,Guyana,2004,male,138,332543,41.4984
Guyana2005,824880550,Guyana,2005,male,127,333520,38.0787
Guyana2006,1458449453,Guyana,2006,male,151,333870,45.2272
Guyana2007,1740334782,Guyana,2007,male,143,333919,42.8248
Guyana2008,1922598121,Guyana,2008,male,124,333975,37.1285
Guyana2009,2061323854,Guyana,2009,male,109,334322,32.6033
Guyana2010,2273225042,Guyana,2010,male,156,335208,46.5383
Guyana2011,2576024116,Guyana,2011,male,153,337300,45.3602
Guyana2012,2861562266,Guyana,2012,male,156,339827,45.9057
Guyana2013,2990006534,Guyana,2013,male,160,342662,46.6932
Hungary1991,34748508332,Hungary,1991,male,2880,4662906,61.7641
Hungary1992,38724945368,Hungary,1992,male,2939,4656675,63.1137
Hungary1993,40119073326,Hungary,1993,male,2715,4647958,58.4127
Hungary1994,43160392124,Hungary,1994,male,2727,4639219,58.7814
Hungary1995,46418916500,Hungary,1995,male,2475,4632460,53.4273
Hungary1996,46659796773,Hungary,1996,male,2520,4628423,54.4462
Hungary1997,47290180589,Hungary,1997,male,2383,4625297,51.521
Hungary1998,48770466839,Hungary,1998,male,2468,4619841,53.4218
Hungary1999,49170434391,Hungary,1999,male,2548,4540150,56.1215
Hungary2000,47310623887,Hungary,2000,male,2463,4525822,54.4211
Hungary2001,53821315066,Hungary,2001,male,2282,4596396,49.6476
Hungary2002,67716887203,Hungary,2002,male,2192,4582482,47.8343
Hungary2003,85324771841,Hungary,2003,male,2160,4566653,47.2994
Hungary2004,1.04E+11,Hungary,2004,male,2087,4553712,45.8307
Hungary2005,1.13E+11,Hungary,2005,male,2026,4543128,44.5948
Hungary2006,1.15E+11,Hungary,2006,male,1861,4534906,41.0372
Hungary2007,1.40E+11,Hungary,2007,male,1879,4526291,41.513
Hungary2008,1.58E+11,Hungary,2008,male,1910,4517171,42.2831
Hungary2009,1.31E+11,Hungary,2009,male,1901,4509424,42.1562
Hungary2010,1.31E+11,Hungary,2010,male,1942,4501242,43.1436
Hungary2011,1.41E+11,Hungary,2011,male,1846,4493418,41.0823
Hungary2012,1.28E+11,Hungary,2012,male,1803,4480724,40.239
Hungary2013,1.35E+11,Hungary,2013,male,1587,4473870,35.4726
Hungary2014,1.40E+11,Hungary,2014,male,1478,4466590,33.0901
Hungary2015,1.23E+11,Hungary,2015,male,1389,4459138,31.1495
Hungary2016,1.26E+11,Hungary,2016,male,1315,3951076,33.2821
Iceland1985,2939845038,Iceland,1985,male,25,110500,22.6244
Iceland1986,3930518366,Iceland,1986,male,25,111600,22.4014
Iceland1987,5438537482,Iceland,1987,male,22,113300,19.4175
Iceland1988,6016168896,Iceland,1988,male,30,114900,26.1097
Iceland1989,5588533007,Iceland,1989,male,16,116400,13.7457
Iceland1990,6372905073,Iceland,1990,male,35,116800,29.9658
Iceland1991,6807365898,Iceland,1991,male,29,117900,24.5971
Iceland1992,6976080331,Iceland,1992,male,23,119100,19.3115
Iceland1993,6126456175,Iceland,1993,male,19,120400,15.7807
Iceland1994,6294803497,Iceland,1994,male,21,121500,17.284
Iceland1995,7018100153,Iceland,1995,male,22,122500,17.9592
Iceland1996,7330965239,Iceland,1996,male,28,123300,22.7088
Iceland1997,7548912105,Iceland,1997,male,26,124499,20.8837
Iceland1998,8453704212,Iceland,1998,male,23,126111,18.2379
Iceland1999,8917286036,Iceland,1999,male,24,127867,18.7695
Iceland2000,8927140438,Iceland,2000,male,42,129803,32.3567
Iceland2001,8136345144,Iceland,2001,male,28,131903,21.2277
Iceland2002,9207689916,Iceland,2002,male,20,133176,15.0177
Iceland2003,11316441660,Iceland,2003,male,20,134052,14.9196
Iceland2004,13722824251,Iceland,2004,male,26,136018,19.1151
Iceland2005,16691490114,Iceland,2005,male,24,137814,17.4148
Iceland2006,17048647568,Iceland,2006,male,22,143473,15.3339
Iceland2007,21319946740,Iceland,2007,male,30,147784,20.2999
Iceland2008,17658408759,Iceland,2008,male,27,151615,17.8083
Iceland2009,12944114736,Iceland,2009,male,29,149709,19.3709
Iceland2010,13310567803,Iceland,2010,male,36,147940,24.3342
Iceland2011,14732689535,Iceland,2011,male,22,148085,14.8563
Iceland2012,14292008745,Iceland,2012,male,26,148837,17.4688
Iceland2013,15548321544,Iceland,2013,male,35,150461,23.2618
Iceland2014,17304033021,Iceland,2014,male,33,152591,21.6264
Iceland2015,16942247374,Iceland,2015,male,29,154912,18.7203
Iceland2016,20304098101,Iceland,2016,male,36,135122,26.6426
Ireland1985,21295486383,Ireland,1985,male,216,1600700,13.4941
Ireland1986,28748960471,Ireland,1986,male,215,1603300,13.4098
Ireland1987,33961142322,Ireland,1987,male,185,1609400,11.495
Ireland1988,37818134253,Ireland,1988,male,195,1610600,12.1073
Ireland1989,39285385088,Ireland,1989,male,213,1605300,13.2685
Ireland1990,49364681256,Ireland,1990,male,251,1605800,15.6308
Ireland1991,49847128533,Ireland,1991,male,282,1613000,17.483
Ireland1992,55985506499,Ireland,1992,male,304,1629300,18.6583
Ireland1993,52480253169,Ireland,1993,male,259,1640500,15.7879
Ireland1994,57166037102,Ireland,1994,male,304,1649400,18.4309
Ireland1995,69222626263,Ireland,1995,male,320,1656800,19.3143
Ireland1996,75880632560,Ireland,1996,male,345,1671500,20.6401
Ireland1997,82826146132,Ireland,1997,male,376,1690715,22.2391
Ireland1998,90082034316,Ireland,1998,male,425,1708068,24.8819
Ireland1999,98691849563,Ireland,1999,male,342,1724641,19.8302
Ireland2000,99853528653,Ireland,2000,male,381,1745733,21.8246
Ireland2001,1.09E+11,Ireland,2001,male,409,1772691,23.0723
Ireland2002,1.28E+11,Ireland,2002,male,368,1804124,20.3977
Ireland2003,1.64E+11,Ireland,2003,male,358,1831632,19.5454
Ireland2004,1.94E+11,Ireland,2004,male,390,1862378,20.941
Ireland2005,2.12E+11,Ireland,2005,male,363,1906522,19.0399
Ireland2006,2.32E+11,Ireland,2006,male,372,1966615,18.9158
Ireland2007,2.70E+11,Ireland,2007,male,362,2010621,18.0044
Ireland2008,2.75E+11,Ireland,2008,male,386,2038042,18.9397
Ireland2009,2.36E+11,Ireland,2009,male,422,2042381,20.6622
Ireland2010,2.22E+11,Ireland,2010,male,386,2119132,18.215
Ireland2011,2.39E+11,Ireland,2011,male,458,2088541,21.9292
Ireland2012,2.26E+11,Ireland,2012,male,446,2083583,21.4054
Ireland2013,2.39E+11,Ireland,2013,male,391,2087530,18.7303
Ireland2014,2.58E+11,Ireland,2014,male,399,2141721,18.6299
Israel1985,27493591484,Israel,1985,male,159,1865600,8.5227
Israel1986,34083532195,Israel,1986,male,182,1895000,9.6042
Israel1987,40946424370,Israel,1987,male,193,1927000,10.0156
Israel1988,50078767903,Israel,1988,male,214,1961500,10.91
Israel1989,49881433991,Israel,1989,male,248,1998500,12.4093
Israel1990,58986997917,Israel,1990,male,220,2063000,10.6641
Israel1991,67530220219,Israel,1991,male,262,2190500,11.9607
Israel1992,75575902932,Israel,1992,male,278,2269000,12.2521
Israel1993,75954641355,Israel,1993,male,272,2330200,11.6728
Israel1994,86307135997,Israel,1994,male,304,2391500,12.7117
Israel1995,1.00E+11,Israel,1995,male,258,2455500,10.507
Israel1996,1.10E+11,Israel,1996,male,231,2506200,9.2171
Israel1997,1.15E+11,Israel,1997,male,301,2569800,11.713
Israel1998,1.16E+11,Israel,1998,male,239,2632000,9.0805
Israel1999,1.17E+11,Israel,1999,male,297,2699266,11.003
Israel2000,1.32E+11,Israel,2000,male,307,2770689,11.0803
Israel2001,1.31E+11,Israel,2001,male,323,2836737,11.3863
Israel2002,1.21E+11,Israel,2002,male,291,2895565,10.0499
Israel2003,1.27E+11,Israel,2003,male,345,2949700,11.6961
Israel2004,1.35E+11,Israel,2004,male,320,3003464,10.6544
Israel2005,1.42E+11,Israel,2005,male,304,3059344,9.9368
Israel2006,1.54E+11,Israel,2006,male,279,3116704,8.9518
Israel2007,1.79E+11,Israel,2007,male,263,3174142,8.2857
Israel2008,2.16E+11,Israel,2008,male,294,3232874,9.0941
Israel2009,2.07E+11,Israel,2009,male,310,3314973,9.3515
Israel2010,2.34E+11,Israel,2010,male,394,3374803,11.6748
Israel2011,2.62E+11,Israel,2011,male,322,3434272,9.3761
Israel2012,2.57E+11,Israel,2012,male,349,3498646,9.9753
Israel2013,2.92E+11,Israel,2013,male,291,3564365,8.1641
Israel2014,3.08E+11,Israel,2014,male,294,3634647,8.0888
Israel2015,2.99E+11,Israel,2015,male,269,3709847,7.251
Italy1985,4.51E+11,Italy,1985,male,3371,26212300,12.8604
Italy1986,6.38E+11,Italy,1986,male,3293,26282900,12.5291
Italy1987,8.03E+11,Italy,1987,male,3263,26360800,12.3782
Italy1988,8.89E+11,Italy,1988,male,3095,26437200,11.707
Italy1989,9.26E+11,Italy,1989,male,3124,26491000,11.7927
Italy1990,1.18E+12,Italy,1990,male,3181,26563600,11.975
Italy1991,1.24E+12,Italy,1991,male,3206,26375800,12.1551
Italy1992,1.32E+12,Italy,1992,male,3339,26211777,12.7385
Italy1993,1.06E+12,Italy,1993,male,3516,26197148,13.4213
Italy1994,1.10E+12,Italy,1994,male,3411,26191523,13.0233
Italy1995,1.17E+12,Italy,1995,male,3430,26180860,13.1012
Italy1996,1.31E+12,Italy,1996,male,3458,26176154,13.2105
Italy1997,1.24E+12,Italy,1997,male,3547,26181707,13.5476
Italy1998,1.27E+12,Italy,1998,male,3448,26207623,13.1565
Italy1999,1.25E+12,Italy,1999,male,3105,26212568,11.8455
Italy2000,1.14E+12,Italy,2000,male,3062,26214514,11.6806
Italy2001,1.16E+12,Italy,2001,male,3050,26226835,11.6293
Italy2002,1.27E+12,Italy,2002,male,3145,26326829,11.946
Italy2003,1.57E+12,Italy,2003,male,3078,26549183,11.5936
Italy2004,1.80E+12,Italy,2004,male,3046,26560070,11.4683
Italy2005,1.85E+12,Italy,2005,male,2803,26691667,10.5014
Italy2006,1.94E+12,Italy,2006,male,2841,27204418,10.4432
Italy2007,2.20E+12,Italy,2007,male,2893,27398670,10.5589
Italy2008,2.39E+12,Italy,2008,male,2997,27599601,10.8589
Italy2009,2.19E+12,Italy,2009,male,3093,27759450,11.1422
Italy2010,2.13E+12,Italy,2010,male,3128,27888100,11.2163
Italy2011,2.28E+12,Italy,2011,male,3290,27298506,12.0519
Italy2012,2.07E+12,Italy,2012,male,3324,27399339,12.1317
Italy2013,2.13E+12,Italy,2013,male,3322,27783619,11.9567
Italy2014,2.15E+12,Italy,2014,male,3215,28110515,11.437
Italy2015,1.83E+12,Italy,2015,male,3105,28135770,11.0358
Jamaica1985,2100223150,Jamaica,1985,male,6,1005000,0.597
Jamaica1986,2754566176,Jamaica,1986,male,1,1014190,0.0986
Jamaica1987,3286987552,Jamaica,1987,male,10,1021473,0.979
Jamaica1988,3828310735,Jamaica,1988,male,3,1029300,0.2915
Jamaica1989,4404970059,Jamaica,1989,male,0,1037646,0
Jamaica1990,4592224067,Jamaica,1990,male,3,1046301,0.2867
Jamaica1991,4071219198,Jamaica,1991,male,1,1057694,0.0945
Jamaica2000,8985352832,Jamaica,2000,male,3,1172241,0.2559
Jamaica2001,9178016493,Jamaica,2001,male,4,1183561,0.338
Jamaica2002,9694169757,Jamaica,2002,male,2,1194573,0.1674
Jamaica2003,9399447609,Jamaica,2003,male,1,1205336,0.083
Jamaica2004,10150978155,Jamaica,2004,male,1,1215976,0.0822
Jamaica2005,11204416000,Jamaica,2005,male,43,1226695,3.5054
Jamaica2006,11905525197,Jamaica,2006,male,0,1239781,0
Jamaica2009,12038829246,Jamaica,2009,male,33,1271729,2.5949
Jamaica2010,13191645686,Jamaica,2010,male,3,1281753,0.2341
Jamaica2011,14439910353,Jamaica,2011,male,44,1289875,3.4112
Japan1985,1.40E+12,Japan,1985,male,15245,55238800,27.5984
Japan1986,2.08E+12,Japan,1986,male,16350,55716000,29.3453
Japan1987,2.53E+12,Japan,1987,male,15143,56075000,27.0049
Japan1988,3.07E+12,Japan,1988,male,14186,56411000,25.1476
Japan1989,3.05E+12,Japan,1989,male,12846,56735000,22.6421
Japan1990,3.13E+12,Japan,1990,male,12248,56931600,21.5135
Japan1991,3.58E+12,Japan,1991,male,12400,57195000,21.6802
Japan1992,3.91E+12,Japan,1992,male,13396,57433000,23.3246
Japan1993,4.45E+12,Japan,1993,male,13394,57624000,23.2438
Japan1994,4.91E+12,Japan,1994,male,13892,57756000,24.0529
Japan1995,5.45E+12,Japan,1995,male,14079,57872600,24.3276
Japan1996,4.83E+12,Japan,1996,male,14701,58078000,25.3125
Japan1997,4.41E+12,Japan,1997,male,15706,58186000,26.9927
Japan1998,4.03E+12,Japan,1998,male,22078,58281000,37.882
Japan1999,4.56E+12,Japan,1999,male,22129,58338000,37.9324
Japan2000,4.89E+12,Japan,2000,male,21415,58486376,36.6154
Japan2001,4.30E+12,Japan,2001,male,20868,58601000,35.6103
Japan2002,4.12E+12,Japan,2002,male,21467,58608000,36.6281
Japan2003,4.45E+12,Japan,2003,male,23190,58673000,39.5241
Japan2004,4.82E+12,Japan,2004,male,21764,58684000,37.0868
Japan2005,4.76E+12,Japan,2005,male,22070,58776728,37.5489
Japan2006,4.53E+12,Japan,2006,male,21283,58773000,36.2122
Japan2007,4.52E+12,Japan,2007,male,21867,58754000,37.2179
Japan2008,5.04E+12,Japan,2008,male,21405,58685000,36.4744
Japan2009,5.23E+12,Japan,2009,male,22015,58609000,37.5625
Japan2010,5.70E+12,Japan,2010,male,20905,58882565,35.5029
Japan2011,6.16E+12,Japan,2011,male,19781,58763000,33.6623
Japan2012,6.20E+12,Japan,2012,male,18402,58653000,31.3744
Japan2013,5.16E+12,Japan,2013,male,18081,58528000,30.8929
Japan2014,4.85E+12,Japan,2014,male,16820,58395000,28.8038
Japan2015,4.39E+12,Japan,2015,male,16146,58494676,27.6025
Kazakhstan1990,26932728899,Kazakhstan,1990,male,2393,7122000,33.6001
Kazakhstan1991,24881135586,Kazakhstan,1991,male,2386,7214400,33.0727
Kazakhstan1992,24906939560,Kazakhstan,1992,male,2571,7313700,35.1532
Kazakhstan1993,23409027476,Kazakhstan,1993,male,3190,7404700,43.0807
Kazakhstan1994,21250839258,Kazakhstan,1994,male,3244,7375100,43.9858
Kazakhstan1995,20374307047,Kazakhstan,1995,male,3906,7241300,53.9406
Kazakhstan1996,21035357833,Kazakhstan,1996,male,3996,7002200,57.0678
Kazakhstan1997,22165932063,Kazakhstan,1997,male,3881,6959300,55.7671
Kazakhstan1998,22135245413,Kazakhstan,1998,male,3584,6636100,54.0076
Kazakhstan1999,16870817135,Kazakhstan,1999,male,3328,6601400,50.4135
Kazakhstan2000,18291990619,Kazakhstan,2000,male,3682,6601561,55.7747
Kazakhstan2001,22152694162,Kazakhstan,2001,male,3719,6599604,56.3519
Kazakhstan2002,24636593223,Kazakhstan,2002,male,3562,6602083,53.9527
Kazakhstan2003,30833699703,Kazakhstan,2003,male,3633,6617172,54.9026
Kazakhstan2004,43151647003,Kazakhstan,2004,male,3702,6644100,55.7186
Kazakhstan2005,57123671734,Kazakhstan,2005,male,3269,6676200,48.965
Kazakhstan2006,81003884545,Kazakhstan,2006,male,3401,6715553,50.6436
Kazakhstan2007,1.05E+11,Kazakhstan,2007,male,3420,6753401,50.6412
Kazakhstan2008,1.33E+11,Kazakhstan,2008,male,3230,6792902,47.5496
Kazakhstan2009,1.15E+11,Kazakhstan,2009,male,3120,6865979,45.4414
Kazakhstan2010,1.48E+11,Kazakhstan,2010,male,2964,7039741,42.1038
Kazakhstan2011,1.93E+11,Kazakhstan,2011,male,2793,7103125,39.3207
Kazakhstan2012,2.08E+11,Kazakhstan,2012,male,2677,7191768,37.2231
Kazakhstan2013,2.37E+11,Kazakhstan,2013,male,2837,7286570,38.9346
Kazakhstan2014,2.21E+11,Kazakhstan,2014,male,2556,7393150,34.5725
Kazakhstan2015,1.84E+11,Kazakhstan,2015,male,2342,7502932,31.2145
Kiribati1991,47515189,Kiribati,1991,male,8,30341,26.367
Kiribati1992,47737955,Kiribati,1992,male,3,30847,9.7254
Kiribati1993,46919625,Kiribati,1993,male,10,31367,31.8806
Kiribati1994,54832578,Kiribati,1994,male,8,31907,25.0729
Kiribati1995,56338028,Kiribati,1995,male,2,32434,6.1664
Kiribati1996,66515377,Kiribati,1996,male,3,33018,9.086
Kiribati1997,67537480,Kiribati,1997,male,5,33590,14.8854
Kiribati1998,65334841,Kiribati,1998,male,4,34168,11.7069
Kiribati1999,69032258,Kiribati,1999,male,0,34804,0
Kiribati2000,67254174,Kiribati,2000,male,0,35517,0
Kiribati2001,63101272,Kiribati,2001,male,0,36234,0
Kuwait1985,21442619681,Kuwait,1985,male,14,849300,1.6484
Kuwait1986,17903681693,Kuwait,1986,male,12,887200,1.3526
Kuwait1987,22365734482,Kuwait,1987,male,11,927200,1.1864
