country_year,gdp_for_year,country,year,sex,SuiCount,population,SuiRate
Germany1996,2.50E+12,Germany,1996,female,3497,40054700,8.7306
Germany1997,2.22E+12,Germany,1997,female,3421,40123600,8.5262
Germany1998,2.24E+12,Germany,1998,female,3073,40111000,7.6612
Germany1999,2.20E+12,Germany,1999,female,3078,40119400,7.6721
Germany2000,1.95E+12,Germany,2000,female,2937,40151408,7.3148
Germany2001,1.95E+12,Germany,2001,female,2971,40218646,7.3871
Germany2002,2.08E+12,Germany,2002,female,3059,40299528,7.5907
Germany2003,2.51E+12,Germany,2003,female,2973,40338834,7.3701
Germany2004,2.82E+12,Germany,2004,female,2795,40353293,6.9263
Germany2005,2.86E+12,Germany,2005,female,2739,40354959,6.7873
Germany2006,3.00E+12,Germany,2006,female,2544,40325579,6.3087
Germany2007,3.44E+12,Germany,2007,female,2397,40277631,5.9512
Germany2008,3.75E+12,Germany,2008,female,2414,40198316,6.0052
Germany2009,3.42E+12,Germany,2009,female,2373,40073381,5.9216
Germany2010,3.42E+12,Germany,2010,female,2559,39997721,6.3979
Germany2011,3.76E+12,Germany,2011,female,2502,39965852,6.2603
Germany2012,3.54E+12,Germany,2012,female,2607,39981964,6.5204
Germany2013,3.75E+12,Germany,2013,female,2635,39533523,6.6652
Germany2014,3.89E+12,Germany,2014,female,2588,39615918,6.5327
Germany2015,3.38E+12,Germany,2015,female,2685,39783984,6.7489
Greece1985,47820850975,Greece,1985,female,128,4729100,2.7066
Greece1986,56379593720,Greece,1986,female,101,4757700,2.1229
Greece1987,65652751132,Greece,1987,female,114,4781100,2.3844
Greece1988,76261278405,Greece,1988,female,115,4813000,2.3894
Greece1989,79169043642,Greece,1989,female,105,4851000,2.1645
Greece1990,97891090929,Greece,1990,female,78,4892800,1.5942
Greece1991,1.05E+11,Greece,1991,female,84,4942931,1.6994
Greece1992,1.16E+11,Greece,1992,female,72,4991636,1.4424
Greece1993,1.09E+11,Greece,1993,female,104,5033544,2.0661
Greece1994,1.17E+11,Greece,1994,female,74,5073152,1.4587
Greece1995,1.37E+11,Greece,1995,female,64,5111194,1.2522
Greece1996,1.46E+11,Greece,1996,female,62,5147549,1.2045
Greece1997,1.43E+11,Greece,1997,female,55,5181814,1.0614
Greece1998,1.44E+11,Greece,1998,female,88,5212730,1.6882
Greece1999,1.43E+11,Greece,1999,female,85,5239199,1.6224
Greece2000,1.30E+11,Greece,2000,female,84,5260557,1.5968
Greece2001,1.36E+11,Greece,2001,female,48,5281372,0.9089
Greece2002,1.54E+11,Greece,2002,female,66,5302721,1.2446
Greece2003,2.02E+11,Greece,2003,female,69,5320545,1.2969
Greece2004,2.41E+11,Greece,2004,female,68,5336830,1.2742
Greece2005,2.48E+11,Greece,2005,female,79,5354375,1.4754
Greece2006,2.73E+11,Greece,2006,female,68,5372005,1.2658
Greece2007,3.18E+11,Greece,2007,female,60,5388842,1.1134
Greece2008,3.54E+11,Greece,2008,female,65,5405704,1.2024
Greece2009,3.30E+11,Greece,2009,female,58,5423296,1.0695
Greece2010,2.99E+11,Greece,2010,female,41,5431842,0.7548
Greece2011,2.88E+11,Greece,2011,female,84,5428292,1.5474
Greece2012,2.46E+11,Greece,2012,female,91,5391362,1.6879
Greece2013,2.40E+11,Greece,2013,female,108,5365176,2.013
Greece2014,2.37E+11,Greece,2014,female,115,5352598,2.1485
Greece2015,1.96E+11,Greece,2015,female,107,5336865,2.0049
Grenada1985,167728444,Grenada,1985,female,0,44077,0
Grenada1988,236357519,Grenada,1988,female,1,44300,2.2573
Grenada1989,267327630,Grenada,1989,female,0,41792,0
Grenada1990,278098778,Grenada,1990,female,0,40200,0
Grenada1991,300757889,Grenada,1991,female,0,42000,0
Grenada1992,310160444,Grenada,1992,female,0,42431,0
Grenada1993,309812185,Grenada,1993,female,0,43313,0
Grenada1994,325111815,Grenada,1994,female,0,44178,0
Grenada1995,342172519,Grenada,1995,female,1,44881,2.2281
Grenada1996,366911444,Grenada,1996,female,0,45556,0
Grenada2001,520444185,Grenada,2001,female,0,46348,0
Grenada2002,540336926,Grenada,2002,female,0,46553,0
Grenada2003,591018407,Grenada,2003,female,0,46822,0
Grenada2004,599118593,Grenada,2004,female,0,47074,0
Grenada2005,695370296,Grenada,2005,female,1,47253,2.1163
Grenada2006,698700667,Grenada,2006,female,0,47417,0
